pid,eval_time,risk,dataset
110,1419.5,0.011523370631039143,FRTCS
110,1542.0,0.01830536157690099,FRTCS
110,1627.0,0.02054298754672701,FRTCS
110,1726.8,0.021988688963693326,FRTCS
110,1782.6,0.022941227429826516,FRTCS
111,1419.5,0.07550355792045593,FRTCS
111,1542.0,0.09438503671273757,FRTCS
111,1627.0,0.10178055946434039,FRTCS
111,1726.8,0.10380816945959892,FRTCS
111,1782.6,0.10557741417032951,FRTCS
115,1419.5,0.043749384582042694,FRTCS
115,1542.0,0.04515392293349141,FRTCS
115,1627.0,0.04588537894761302,FRTCS
115,1726.8,0.04636197093811578,FRTCS
115,1782.6,0.0467507460893265,FRTCS
119,1419.5,0.004588751122355461,FRTCS
119,1542.0,0.0053818382111026075,FRTCS
119,1627.0,0.005808689197995931,FRTCS
119,1726.8,0.0062255659032808275,FRTCS
119,1782.6,0.006637205968553661,FRTCS
121,1419.5,0.006485823076218367,FRTCS
121,1542.0,0.008526779745809843,FRTCS
121,1627.0,0.009280900827294047,FRTCS
121,1726.8,0.009784047984695676,FRTCS
121,1782.6,0.010195976893881187,FRTCS
132,1419.5,0.053564246743917465,FRTCS
132,1542.0,0.05550960879407696,FRTCS
132,1627.0,0.05616590014157108,FRTCS
132,1726.8,0.056785237366706376,FRTCS
132,1782.6,0.05754328568277911,FRTCS
133,1419.5,0.034990813583135605,FRTCS
133,1542.0,0.29931267008695106,FRTCS
133,1627.0,0.3555959749939903,FRTCS
133,1726.8,0.37111255707851953,FRTCS
133,1782.6,0.3746988095381987,FRTCS
134,1419.5,0.0034662592224776745,FRTCS
134,1542.0,0.00539309241594943,FRTCS
134,1627.0,0.006783590902037395,FRTCS
134,1726.8,0.008078581291781073,FRTCS
134,1782.6,0.08481639040189515,FRTCS
136,1419.5,0.0006516881403513253,FRTCS
136,1542.0,0.0011146229598842927,FRTCS
136,1627.0,0.0016628553730707596,FRTCS
136,1726.8,0.002397599566842157,FRTCS
136,1782.6,0.003057518115094582,FRTCS
137,1419.5,0.18692287802696228,FRTCS
137,1542.0,0.1982499959941233,FRTCS
137,1627.0,0.20220785466554203,FRTCS
137,1726.8,0.20482306026414399,FRTCS
137,1782.6,0.20664389472387712,FRTCS
141,1419.5,0.005650652106851339,FRTCS
141,1542.0,0.006650242654271277,FRTCS
141,1627.0,0.007161290419330779,FRTCS
141,1726.8,0.007518868973317661,FRTCS
141,1782.6,0.007872879058741789,FRTCS
146,1419.5,0.06220569461584091,FRTCS
146,1542.0,0.07867810998596036,FRTCS
146,1627.0,0.08416963354472573,FRTCS
146,1726.8,0.5881972673576941,FRTCS
146,1782.6,0.5916802537003841,FRTCS
149,1419.5,0.028217146173119545,FRTCS
149,1542.0,0.032591992489359956,FRTCS
149,1627.0,0.03577377367730028,FRTCS
149,1726.8,0.3750059691196763,FRTCS
149,1782.6,0.3855981977381642,FRTCS
156,1419.5,0.003345480188727379,FRTCS
156,1542.0,0.004580880929103803,FRTCS
156,1627.0,0.005296847028587459,FRTCS
156,1726.8,0.00589456939931321,FRTCS
156,1782.6,0.006504542901562216,FRTCS
159,1419.5,0.008012830279767513,FRTCS
159,1542.0,0.008629582269807368,FRTCS
159,1627.0,0.009123836986512535,FRTCS
159,1726.8,0.00972952411200767,FRTCS
159,1782.6,0.010177483001431842,FRTCS
164,1419.5,0.041733816266059875,FRTCS
164,1542.0,0.04267080335775664,FRTCS
164,1627.0,0.043210953053950285,FRTCS
164,1726.8,0.04361165699103431,FRTCS
164,1782.6,0.0439391667122746,FRTCS
165,1419.5,0.04280635342001915,FRTCS
165,1542.0,0.09163704961736707,FRTCS
165,1627.0,0.09874122021424281,FRTCS
165,1726.8,0.10185458624358756,FRTCS
165,1782.6,0.10389656707109252,FRTCS
166,1419.5,0.05728534609079361,FRTCS
166,1542.0,0.05897301253136544,FRTCS
166,1627.0,0.0596580793694379,FRTCS
166,1726.8,0.060678037702871834,FRTCS
166,1782.6,0.06110848751141473,FRTCS
168,1419.5,0.06291563808917999,FRTCS
168,1542.0,0.07118533113487868,FRTCS
168,1627.0,0.07291240109500285,FRTCS
168,1726.8,0.07385459066742284,FRTCS
168,1782.6,0.07485837141686891,FRTCS
175,1419.5,0.0005214214324951172,FRTCS
175,1542.0,0.0007149641372529159,FRTCS
175,1627.0,0.0008552705684954365,FRTCS
175,1726.8,0.0009848031085168962,FRTCS
175,1782.6,0.0011245239781091376,FRTCS
177,1419.5,0.03189829736948013,FRTCS
177,1542.0,0.035891076724563487,FRTCS
177,1627.0,0.037684134653621304,FRTCS
177,1726.8,0.03897857686576234,FRTCS
177,1782.6,0.0401316438739584,FRTCS
179,1419.5,0.046655185520648956,FRTCS
179,1542.0,0.053596368168527975,FRTCS
179,1627.0,0.05762412831355579,FRTCS
179,1726.8,0.06031999131978072,FRTCS
179,1782.6,0.06182578727237964,FRTCS
182,1419.5,0.05897035077214241,FRTCS
182,1542.0,0.06575445541037495,FRTCS
182,1627.0,0.06993191124834286,FRTCS
182,1726.8,0.07348538264805682,FRTCS
182,1782.6,0.07656863579830964,FRTCS
183,1419.5,0.002579242456704378,FRTCS
183,1542.0,0.0049720198934081195,FRTCS
183,1627.0,0.006877277141447147,FRTCS
183,1726.8,0.009400796685277157,FRTCS
183,1782.6,0.012747257937405276,FRTCS
193,1419.5,0.005369302351027727,FRTCS
193,1542.0,0.008502404105430683,FRTCS
193,1627.0,0.010157506908359037,FRTCS
193,1726.8,0.011100614929564045,FRTCS
193,1782.6,0.011993042232490203,FRTCS
200,1419.5,0.14379055798053741,FRTCS
200,1542.0,0.18050550668730514,FRTCS
200,1627.0,0.1940498133576648,FRTCS
200,1726.8,0.19806714477977605,FRTCS
200,1782.6,0.19926176711073518,FRTCS
205,1419.5,0.04510001465678215,FRTCS
205,1542.0,0.04626599087802108,FRTCS
205,1627.0,0.047138287974177406,FRTCS
205,1726.8,0.04791481949870302,FRTCS
205,1782.6,0.04871201275277315,FRTCS
209,1419.5,0.33115899562835693,FRTCS
209,1542.0,0.332625660971984,FRTCS
209,1627.0,0.4615784486118486,FRTCS
209,1726.8,0.9973552632302107,FRTCS
209,1782.6,0.999995489329223,FRTCS
210,1419.5,0.06779161840677261,FRTCS
210,1542.0,0.08182875892247465,FRTCS
210,1627.0,0.08993134341295783,FRTCS
210,1726.8,0.09507665862656467,FRTCS
210,1782.6,0.09844234551682751,FRTCS
211,1419.5,0.10110432654619217,FRTCS
211,1542.0,0.11280747224747312,FRTCS
211,1627.0,0.11611899882859378,FRTCS
211,1726.8,0.1181732148317437,FRTCS
211,1782.6,0.1205210489943247,FRTCS
212,1419.5,0.00044320226879790425,FRTCS
212,1542.0,0.0006409451707090064,FRTCS
212,1627.0,0.0008259511502680672,FRTCS
212,1726.8,0.0010093591439216398,FRTCS
212,1782.6,0.0012340323670240183,FRTCS
213,1419.5,0.014015727676451206,FRTCS
213,1542.0,0.015448421712504934,FRTCS
213,1627.0,0.016856074247233788,FRTCS
213,1726.8,0.017777337250601266,FRTCS
213,1782.6,0.018361863151279967,FRTCS
214,1419.5,0.031703926622867584,FRTCS
214,1542.0,0.032003204390597784,FRTCS
214,1627.0,0.03219596662970081,FRTCS
214,1726.8,0.03243529591153915,FRTCS
214,1782.6,0.03262466837960565,FRTCS
216,1419.5,0.030563082545995712,FRTCS
216,1542.0,0.03770045515165721,FRTCS
216,1627.0,0.041545962467681274,FRTCS
216,1726.8,0.0441387353909497,FRTCS
216,1782.6,0.045691097729987695,FRTCS
219,1419.5,0.13853862881660461,FRTCS
219,1542.0,0.14787527160319236,FRTCS
219,1627.0,0.15470970759278668,FRTCS
219,1726.8,0.15827429772274726,FRTCS
219,1782.6,0.16084809757064822,FRTCS
221,1419.5,0.06037992984056473,FRTCS
221,1542.0,0.06314484825334943,FRTCS
221,1627.0,0.06425298990489337,FRTCS
221,1726.8,0.06488418973018084,FRTCS
221,1782.6,0.06536157472179338,FRTCS
224,1419.5,0.07539141923189163,FRTCS
224,1542.0,0.13774506839827616,FRTCS
224,1627.0,0.9400133826984904,FRTCS
224,1726.8,0.998530359311742,FRTCS
224,1782.6,0.999993457436957,FRTCS
228,1419.5,0.000573660887312144,FRTCS
228,1542.0,0.0010232976403695693,FRTCS
228,1627.0,0.0014451229515336506,FRTCS
228,1726.8,0.0017769518899003467,FRTCS
228,1782.6,0.002123588644875496,FRTCS
232,1419.5,0.008422168903052807,FRTCS
232,1542.0,0.010118874574053582,FRTCS
232,1627.0,0.011463128166902425,FRTCS
232,1726.8,0.012180059865192883,FRTCS
232,1782.6,0.012945015627081946,FRTCS
235,1419.5,0.021895764395594597,FRTCS
235,1542.0,0.022543159666603696,FRTCS
235,1627.0,0.022779875642770064,FRTCS
235,1726.8,0.02288252593279183,FRTCS
235,1782.6,0.02297514796884692,FRTCS
236,1419.5,0.05460694432258606,FRTCS
236,1542.0,0.056034967774884925,FRTCS
236,1627.0,0.05696373445963532,FRTCS
236,1726.8,0.08903973226412842,FRTCS
236,1782.6,0.9544405189889864,FRTCS
245,1419.5,0.0546451136469841,FRTCS
245,1542.0,0.06222695278390522,FRTCS
245,1627.0,0.06621353081731984,FRTCS
245,1726.8,0.0670989772614119,FRTCS
245,1782.6,0.0681075300096422,FRTCS
249,1419.5,0.38714733719825745,FRTCS
249,1542.0,0.40679320247648165,FRTCS
249,1627.0,0.41083426319574723,FRTCS
249,1726.8,0.41281579217736897,FRTCS
249,1782.6,0.41403733753367644,FRTCS
250,1419.5,0.07473073899745941,FRTCS
250,1542.0,0.07713026547537083,FRTCS
250,1627.0,0.828682993889279,FRTCS
250,1726.8,0.8586596785069406,FRTCS
250,1782.6,0.8689697312312462,FRTCS
251,1419.5,0.005111292004585266,FRTCS
251,1542.0,0.09535826856447582,FRTCS
251,1627.0,0.10325019059015883,FRTCS
251,1726.8,0.11059062994363233,FRTCS
251,1782.6,0.11402334697304028,FRTCS
257,1419.5,0.018866756930947304,FRTCS
257,1542.0,0.022680680694394773,FRTCS
257,1627.0,0.024187336503747603,FRTCS
257,1726.8,0.025475276573754035,FRTCS
257,1782.6,0.026490084123143243,FRTCS
260,1419.5,0.056449420750141144,FRTCS
260,1542.0,0.06243891673232438,FRTCS
260,1627.0,0.0668140431508848,FRTCS
260,1726.8,0.06988982597501847,FRTCS
260,1782.6,0.07343255381558622,FRTCS
261,1419.5,0.02770751342177391,FRTCS
261,1542.0,0.03721455444322641,FRTCS
261,1627.0,0.04306501686930797,FRTCS
261,1726.8,0.04772870342820201,FRTCS
261,1782.6,0.05084949316879517,FRTCS
265,1419.5,0.0327238067984581,FRTCS
265,1542.0,0.03330931338943488,FRTCS
265,1627.0,0.03375656051752618,FRTCS
265,1726.8,0.034099885651717066,FRTCS
265,1782.6,0.034423333992139704,FRTCS
272,1419.5,0.018595734611153603,FRTCS
272,1542.0,0.022654537315335177,FRTCS
272,1627.0,0.026026650596915668,FRTCS
272,1726.8,0.028620081087258664,FRTCS
272,1782.6,0.03158966933093099,FRTCS
278,1419.5,0.0033790883608162403,FRTCS
278,1542.0,0.21689916184187052,FRTCS
278,1627.0,0.22968571072750454,FRTCS
278,1726.8,0.23313843775258314,FRTCS
278,1782.6,0.23522507556029404,FRTCS
282,1419.5,0.17730173468589783,FRTCS
282,1542.0,0.18166612724152464,FRTCS
282,1627.0,0.1828604473710147,FRTCS
282,1726.8,0.1840703393749089,FRTCS
282,1782.6,0.2832135565068209,FRTCS
285,1419.5,0.032868895679712296,FRTCS
285,1542.0,0.03873318605769538,FRTCS
285,1627.0,0.041447403667260185,FRTCS
285,1726.8,0.04366982534229069,FRTCS
285,1782.6,0.044862692105492985,FRTCS
287,1419.5,0.001558405114337802,FRTCS
287,1542.0,0.002056724367250129,FRTCS
287,1627.0,0.0025383115270342094,FRTCS
287,1726.8,0.0029363366652128686,FRTCS
287,1782.6,0.0032725992363036305,FRTCS
290,1419.5,0.05101617053151131,FRTCS
290,1542.0,0.05292197391966591,FRTCS
290,1627.0,0.05429868910506919,FRTCS
290,1726.8,0.055487076549821324,FRTCS
290,1782.6,0.05669504740576936,FRTCS
291,1419.5,0.087849460542202,FRTCS
291,1542.0,0.10045878921061657,FRTCS
291,1627.0,0.10092808442853951,FRTCS
291,1726.8,0.1612064576437514,FRTCS
291,1782.6,0.45980778965778624,FRTCS
297,1419.5,0.08577296137809753,FRTCS
297,1542.0,0.08947253878444039,FRTCS
297,1627.0,0.09172358862616325,FRTCS
297,1726.8,0.09420033620654233,FRTCS
297,1782.6,0.09599178073877512,FRTCS
300,1419.5,0.05531179904937744,FRTCS
300,1542.0,0.061738556757710006,FRTCS
300,1627.0,0.06581041872905469,FRTCS
300,1726.8,0.0697228544969869,FRTCS
300,1782.6,0.10001838110350703,FRTCS
301,1419.5,0.0014543643919751048,FRTCS
301,1542.0,0.04132197746976718,FRTCS
301,1627.0,0.9626070100163471,FRTCS
301,1726.8,0.9996531837587126,FRTCS
301,1782.6,0.9999985094969603,FRTCS
303,1419.5,0.033339723944664,FRTCS
303,1542.0,0.04109065096187203,FRTCS
303,1627.0,0.04512073629671853,FRTCS
303,1726.8,0.04777516190049147,FRTCS
303,1782.6,0.05069242456190981,FRTCS
307,1419.5,0.3070826530456543,FRTCS
307,1542.0,0.3508683055057773,FRTCS
307,1627.0,0.36092414689916263,FRTCS
307,1726.8,0.3680788839547092,FRTCS
307,1782.6,0.3720223862947897,FRTCS
311,1419.5,0.0696394219994545,FRTCS
311,1542.0,0.07332037844006545,FRTCS
311,1627.0,0.07517735238865697,FRTCS
311,1726.8,0.07701339706912813,FRTCS
311,1782.6,0.07927581864199196,FRTCS
312,1419.5,0.4869711399078369,FRTCS
312,1542.0,0.5010848239711625,FRTCS
312,1627.0,0.5057072805117825,FRTCS
312,1726.8,0.5081011886480398,FRTCS
312,1782.6,0.5091855310855753,FRTCS
319,1419.5,0.024085871875286102,FRTCS
319,1542.0,0.031668296133788076,FRTCS
319,1627.0,0.03393508186875649,FRTCS
319,1726.8,0.035407676520511466,FRTCS
319,1782.6,0.03683543742236928,FRTCS
322,1419.5,0.10648928582668304,FRTCS
322,1542.0,0.11345685179978104,FRTCS
322,1627.0,0.11940970802888451,FRTCS
322,1726.8,0.1221063785635137,FRTCS
322,1782.6,0.12397562351782332,FRTCS
324,1419.5,0.039688631892204285,FRTCS
324,1542.0,0.964943620010267,FRTCS
324,1627.0,0.9997759717833639,FRTCS
324,1726.8,0.9999995808721981,FRTCS
324,1782.6,0.999999998596988,FRTCS
327,1419.5,0.03595695272088051,FRTCS
327,1542.0,0.08467799341085791,FRTCS
327,1627.0,0.10484149347866467,FRTCS
327,1726.8,0.11551470197647706,FRTCS
327,1782.6,0.12077225524253976,FRTCS
329,1419.5,0.22372695803642273,FRTCS
329,1542.0,0.24716680277562708,FRTCS
329,1627.0,0.25462958658547075,FRTCS
329,1726.8,0.2586892272130882,FRTCS
329,1782.6,0.2643668790397373,FRTCS
330,1419.5,0.08580736815929413,FRTCS
330,1542.0,0.09175572966865586,FRTCS
330,1627.0,0.09412313089918345,FRTCS
330,1726.8,0.095597096485456,FRTCS
330,1782.6,0.09775015506785667,FRTCS
332,1419.5,0.05306694284081459,FRTCS
332,1542.0,0.0603300033548666,FRTCS
332,1627.0,0.06603899952906644,FRTCS
332,1726.8,0.0686105862416786,FRTCS
332,1782.6,0.0704422341782105,FRTCS
337,1419.5,0.0598183311522007,FRTCS
337,1542.0,0.06455073341861672,FRTCS
337,1627.0,0.06643737340853495,FRTCS
337,1726.8,0.06808632741580156,FRTCS
337,1782.6,0.06964043038535161,FRTCS
339,1419.5,0.005311757791787386,FRTCS
339,1542.0,0.006745718923099719,FRTCS
339,1627.0,0.008143534235109162,FRTCS
339,1726.8,0.009167258334325634,FRTCS
339,1782.6,0.010110370051713558,FRTCS
341,1419.5,0.1530846208333969,FRTCS
341,1542.0,0.15512639772324155,FRTCS
341,1627.0,0.15610176352974314,FRTCS
341,1726.8,0.15716807086607787,FRTCS
341,1782.6,0.15815764383687259,FRTCS
343,1419.5,0.06622454524040222,FRTCS
343,1542.0,0.07707714231402407,FRTCS
343,1627.0,0.08219323555598612,FRTCS
343,1726.8,0.8767375180817552,FRTCS
343,1782.6,0.9976362517449215,FRTCS
347,1419.5,0.0005921722622588277,FRTCS
347,1542.0,0.0010543945432964774,FRTCS
347,1627.0,0.001419734031997244,FRTCS
347,1726.8,0.0018685946003410558,FRTCS
347,1782.6,0.002232146369491872,FRTCS
353,1419.5,0.022959711030125618,FRTCS
353,1542.0,0.02449888855352733,FRTCS
353,1627.0,0.025525796853631433,FRTCS
353,1726.8,0.02621097422511076,FRTCS
353,1782.6,0.026923354444474024,FRTCS
354,1419.5,0.011836731806397438,FRTCS
354,1542.0,0.012536395840224479,FRTCS
354,1627.0,0.012965250583049648,FRTCS
354,1726.8,0.013376534749578894,FRTCS
354,1782.6,0.01374047658610511,FRTCS
357,1419.5,0.3535609841346741,FRTCS
357,1542.0,0.35748231035442424,FRTCS
357,1627.0,0.35985147826145525,FRTCS
357,1726.8,0.3616501176312199,FRTCS
357,1782.6,0.3634149535805947,FRTCS
361,1419.5,0.13339561223983765,FRTCS
361,1542.0,0.13415544338541385,FRTCS
361,1627.0,0.13481591454151765,FRTCS
361,1726.8,0.13543461133449664,FRTCS
361,1782.6,0.13609420738266587,FRTCS
362,1419.5,0.03496217355132103,FRTCS
362,1542.0,0.04014113263313035,FRTCS
362,1627.0,0.04355940604847364,FRTCS
362,1726.8,0.046502593022062944,FRTCS
362,1782.6,0.04890215223151417,FRTCS
363,1419.5,0.007631255313754082,FRTCS
363,1542.0,0.008216591723536726,FRTCS
363,1627.0,0.008411820448516516,FRTCS
363,1726.8,0.008635197025256613,FRTCS
363,1782.6,0.008819964177143924,FRTCS
364,1419.5,0.01107311062514782,FRTCS
364,1542.0,0.014759886462293537,FRTCS
364,1627.0,0.017322317543478905,FRTCS
364,1726.8,0.019298014647715744,FRTCS
364,1782.6,0.020577360746717677,FRTCS
370,1419.5,0.04912779480218887,FRTCS
370,1542.0,0.050322324652423256,FRTCS
370,1627.0,0.05101048789441176,FRTCS
370,1726.8,0.05138769233388518,FRTCS
370,1782.6,0.05185783275635325,FRTCS
376,1419.5,0.14442388713359833,FRTCS
376,1542.0,0.15621273605504016,FRTCS
376,1627.0,0.16112258194763562,FRTCS
376,1726.8,0.3003199269289053,FRTCS
376,1782.6,0.3068737906420931,FRTCS
378,1419.5,0.12219467759132385,FRTCS
378,1542.0,0.13095437974972146,FRTCS
378,1627.0,0.13618410180531004,FRTCS
